t,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5
10.0502512562814,0.786801975521644,0.791877861289318,1.57867983681096,2.57867983681096,3.57867983681096,5.78680197552164,5.79187786128932,6.57867983681096,7.57867983681096,8.57867983681096,1,2,3,4,5,6,7,8,9,10
10.3015075376884,0.786801975521644,0.756344857209592,1.54314683273124,2.54314683273124,3.54314683273124,5.78680197552164,5.75634485720959,6.54314683273124,7.54314683273124,8.54314683273124,1,2,3,4,5,6,7,8,9,10
10.5527638190955,0.751268971441918,0.756344857209592,1.50761382865151,2.50761382865151,3.50761382865151,5.75126897144192,5.75634485720959,6.50761382865151,7.50761382865151,8.50761382865151,1,2,3,4,5,6,7,8,9,10
10.8040201005025,0.751268971441918,0.720811853129866,1.47208082457179,2.47208082457179,3.47208082457179,5.75126897144192,5.72081185312987,6.47208082457179,7.47208082457179,8.47208082457179,1,2,3,4,5,6,7,8,9,10
11.0552763819095,0.715735967362192,0.720811853129866,1.43654782049206,2.43654782049206,3.43654782049206,5.71573596736219,5.72081185312987,6.43654782049206,7.43654782049206,8.43654782049206,1,2,3,4,5,6,7,8,9,10
11.3065326633166,0.715735967362192,0.68527884905014,1.40101481641233,2.40101481641233,3.40101481641233,5.71573596736219,5.68527884905014,6.40101481641233,7.40101481641233,8.40101481641233,1,2,3,4,5,6,7,8,9,10
11.5577889447236,0.680202963282466,0.68527884905014,1.36548181233261,2.36548181233261,3.36548181233261,5.68020296328247,5.68527884905014,6.36548181233261,7.36548181233261,8.36548181233261,1,2,3,4,5,6,7,8,9,10
11.8090452261307,0.680202963282466,0.649745844970414,1.32994880825288,2.32994880825288,3.32994880825288,5.68020296328247,5.64974584497041,6.32994880825288,7.32994880825288,8.32994880825288,1,2,3,4,5,6,7,8,9,10
12.0603015075377,0.64466995920274,0.649745844970414,1.29441580417316,2.29441580417316,3.29441580417316,5.64466995920274,5.64974584497041,6.29441580417316,7.29441580417316,8.29441580417316,1,2,3,4,5,6,7,8,9,10
12.3115577889447,0.64466995920274,0.614212840890688,1.25888280009343,2.25888280009343,3.25888280009343,5.64466995920274,5.61421284089069,6.25888280009343,7.25888280009343,8.25888280009343,1,2,3,4,5,6,7,8,9,10
12.5628140703518,0.609136955123014,0.614212840890688,1.2233497960137,2.2233497960137,3.2233497960137,5.60913695512301,5.61421284089069,6.2233497960137,7.2233497960137,8.2233497960137,1,2,3,4,5,6,7,8,9,10
12.8140703517588,0.609136955123014,0.578679836810962,1.18781679193398,2.18781679193398,3.18781679193398,5.60913695512301,5.57867983681096,6.18781679193398,7.18781679193398,8.18781679193398,1,2,3,4,5,6,7,8,9,10
13.0653266331658,0.573603951043288,0.578679836810962,1.15228378785425,2.15228378785425,3.15228378785425,5.57360395104329,5.57867983681096,6.15228378785425,7.15228378785425,8.15228378785425,1,2,3,4,5,6,7,8,9,10
13.3165829145729,0.573603951043288,0.543146832731236,1.11675078377453,2.11675078377453,3.11675078377453,5.57360395104329,5.54314683273124,6.11675078377453,7.11675078377453,8.11675078377453,1,2,3,4,5,6,7,8,9,10
13.5678391959799,0.538070946963562,0.543146832731236,1.0812177796948,2.0812177796948,3.0812177796948,5.53807094696356,5.54314683273124,6.0812177796948,7.0812177796948,8.0812177796948,1,2,3,4,5,6,7,8,9,10
13.8190954773869,0.538070946963562,0.50761382865151,1.04568477561507,2.04568477561507,3.04568477561507,5.53807094696356,5.50761382865151,6.04568477561507,7.04568477561507,8.04568477561507,1,2,3,4,5,6,7,8,9,10
14.070351758794,0.502537942883835,0.50761382865151,1.01015177153535,2.01015177153535,3.01015177153535,5.50253794288384,5.50761382865151,6.01015177153535,7.01015177153535,8.01015177153535,1,2,3,4,5,6,7,8,9,10
14.321608040201,0.502537942883835,0.472080824571784,0.974618767455622,1.97461876745562,2.97461876745562,5.50253794288384,5.47208082457179,5.97461876745562,6.97461876745562,7.97461876745562,1,2,3,4,5,6,7,8,9,10
14.572864321608,0.467004938804109,0.472080824571784,0.939085763375896,1.9390857633759,2.9390857633759,5.46700493880411,5.47208082457179,5.9390857633759,6.9390857633759,7.9390857633759,1,2,3,4,5,6,7,8,9,10
14.8241206030151,0.467004938804109,0.436547820492057,0.90355275929617,1.90355275929617,2.90355275929617,5.46700493880411,5.43654782049206,5.90355275929617,6.90355275929617,7.90355275929617,1,2,3,4,5,6,7,8,9,10
15.0753768844221,0.431471934724383,0.436547820492057,0.868019755216443,1.86801975521644,2.86801975521644,5.43147193472439,5.43654782049206,5.86801975521644,6.86801975521644,7.86801975521644,1,2,3,4,5,6,7,8,9,10
15.3266331658291,0.431471934724383,0.401014816412331,0.832486751136717,1.83248675113672,2.83248675113672,5.43147193472439,5.40101481641233,5.83248675113672,6.83248675113672,7.83248675113672,1,2,3,4,5,6,7,8,9,10
15.5778894472362,0.395938930644657,0.401014816412331,0.796953747056991,1.79695374705699,2.79695374705699,5.39593893064466,5.40101481641233,5.79695374705699,6.79695374705699,7.79695374705699,1,2,3,4,5,6,7,8,9,10
15.8291457286432,0.395938930644657,0.365481812332605,0.761420742977265,1.76142074297727,2.76142074297727,5.39593893064466,5.36548181233261,5.76142074297727,6.76142074297727,7.76142074297727,1,2,3,4,5,6,7,8,9,10
16.0804020100502,0.360405926564931,0.365481812332605,0.725887738897539,1.72588773889754,2.72588773889754,5.36040592656493,5.36548181233261,5.72588773889754,6.72588773889754,7.72588773889754,1,2,3,4,5,6,7,8,9,10
16.3316582914573,0.360405926564931,0.329948808252879,0.690354734817813,1.69035473481781,2.69035473481781,5.36040592656493,5.32994880825288,5.69035473481781,6.69035473481781,7.69035473481781,1,2,3,4,5,6,7,8,9,10
16.5829145728643,0.324872922485205,0.329948808252879,0.654821730738087,1.65482173073809,2.65482173073809,5.32487292248521,5.32994880825288,5.65482173073809,6.65482173073809,7.65482173073809,1,2,3,4,5,6,7,8,9,10
16.8341708542714,0.324872922485205,0.294415804173153,0.619288726658361,1.61928872665836,2.61928872665836,5.32487292248521,5.29441580417316,5.61928872665836,6.61928872665836,7.61928872665836,1,2,3,4,5,6,7,8,9,10
17.0854271356784,0.289339918405479,0.294415804173153,0.583755722578635,1.58375572257864,2.58375572257864,5.28933991840548,5.29441580417316,5.58375572257864,6.58375572257864,7.58375572257864,1,2,3,4,5,6,7,8,9,10
17.3366834170854,0.289339918405479,0.258882800093427,0.548222718498909,1.54822271849891,2.54822271849891,5.28933991840548,5.25888280009343,5.54822271849891,6.54822271849891,7.54822271849891,1,2,3,4,5,6,7,8,9,10
17.5879396984925,0.253806914325753,0.258882800093427,0.512689714419183,1.51268971441919,2.51268971441919,5.25380691432576,5.25888280009343,5.51268971441919,6.51268971441919,7.51268971441919,1,2,3,4,5,6,7,8,9,10
17.8391959798995,0.253806914325753,0.223349796013701,0.477156710339457,1.47715671033946,2.47715671033946,5.25380691432576,5.2233497960137,5.47715671033946,6.47715671033946,7.47715671033946,1,2,3,4,5,6,7,8,9,10
18.0904522613065,0.218273910246027,0.223349796013701,0.441623706259731,1.44162370625973,2.44162370625973,5.21827391024603,5.2233497960137,5.44162370625973,6.44162370625973,7.44162370625973,1,2,3,4,5,6,7,8,9,10
18.3417085427136,0.218273910246027,0.187816791933975,0.406090702180005,1.40609070218001,2.40609070218001,5.21827391024603,5.18781679193398,5.40609070218001,6.40609070218001,7.40609070218001,1,2,3,4,5,6,7,8,9,10
18.5929648241206,0.182740906166301,0.187816791933975,0.370557698100279,1.37055769810028,2.37055769810028,5.1827409061663,5.18781679193398,5.37055769810028,6.37055769810028,7.37055769810028,1,2,3,4,5,6,7,8,9,10
18.8442211055276,0.182740906166301,0.152283787854249,0.335024694020553,1.33502469402055,2.33502469402056,5.1827409061663,5.15228378785425,5.33502469402056,6.33502469402056,7.33502469402056,1,2,3,4,5,6,7,8,9,10
19.0954773869347,0.147207902086575,0.152283787854249,0.299491689940827,1.29949168994083,2.29949168994083,5.14720790208658,5.15228378785425,5.29949168994083,6.29949168994083,7.29949168994083,1,2,3,4,5,6,7,8,9,10
19.3467336683417,0.147207902086575,0.116750783774523,0.263958685861101,1.2639586858611,2.2639586858611,5.14720790208658,5.11675078377453,5.2639586858611,6.2639586858611,7.2639586858611,1,2,3,4,5,6,7,8,9,10
19.5979899497487,0.111674898006848,0.116750783774523,0.228425681781375,1.22842568178138,2.22842568178138,5.11167489800685,5.11675078377453,5.22842568178138,6.22842568178138,7.22842568178138,1,2,3,4,5,6,7,8,9,10
19.8492462311558,0.111674898006848,0.0812177796947964,0.192892677701649,1.19289267770165,2.19289267770165,5.11167489800685,5.0812177796948,5.19289267770165,6.19289267770165,7.19289267770165,1,2,3,4,5,6,7,8,9,10
20.1005025125628,0.0761418939271224,0.0812177796947964,0.157359673621923,1.15735967362192,2.15735967362193,5.07614189392713,5.0812177796948,5.15735967362193,6.15735967362193,7.15735967362193,1,2,3,4,5,6,7,8,9,10
20.3517587939699,0.111674898006848,0.0812177796947964,0.121826669542197,1.1218266695422,2.1218266695422,5.11167489800685,5.0812177796948,5.1218266695422,6.1218266695422,7.1218266695422,1,2,3,4,5,6,7,8,9,10
20.6030150753769,0.0761418939271223,0.0812177796947964,0.0862936654624705,1.08629366546247,2.08629366546247,5.07614189392713,5.0812177796948,5.08629366546247,6.08629366546247,7.08629366546247,1,2,3,4,5,6,7,8,9,10
20.8542713567839,0.111674898006848,0.116750783774522,0.0862936654624705,1.05076066138275,2.05076066138275,5.11167489800685,5.11675078377453,5.08629366546247,6.05076066138275,7.05076066138275,1,2,3,4,5,6,7,8,9,10
21.105527638191,0.0761418939271224,0.0812177796947964,0.0862936654624705,1.01522765730302,2.01522765730302,5.07614189392713,5.0812177796948,5.08629366546247,6.01522765730302,7.01522765730302,1,2,3,4,5,6,7,8,9,10
21.356783919598,0.111674898006848,0.116750783774522,0.0862936654624705,0.979694653223294,1.9796946532233,5.11167489800685,5.11675078377453,5.08629366546247,5.9796946532233,6.9796946532233,1,2,3,4,5,6,7,8,9,10
21.608040201005,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.944161649143568,1.94416164914357,5.07614189392713,5.0812177796948,5.08629366546247,5.94416164914357,6.94416164914357,1,2,3,4,5,6,7,8,9,10
21.8592964824121,0.111674898006848,0.116750783774522,0.0862936654624705,0.908628645063842,1.90862864506384,5.11167489800685,5.11675078377453,5.08629366546247,5.90862864506384,6.90862864506384,1,2,3,4,5,6,7,8,9,10
22.1105527638191,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.873095640984116,1.87309564098412,5.07614189392713,5.0812177796948,5.08629366546247,5.87309564098412,6.87309564098412,1,2,3,4,5,6,7,8,9,10
22.3618090452261,0.111674898006848,0.116750783774522,0.0862936654624705,0.83756263690439,1.83756263690439,5.11167489800685,5.11675078377453,5.08629366546247,5.83756263690439,6.83756263690439,1,2,3,4,5,6,7,8,9,10
22.6130653266332,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.802029632824664,1.80202963282467,5.07614189392713,5.0812177796948,5.08629366546247,5.80202963282467,6.80202963282467,1,2,3,4,5,6,7,8,9,10
22.8643216080402,0.111674898006848,0.116750783774522,0.0862936654624705,0.766496628744938,1.76649662874494,5.11167489800685,5.11675078377453,5.08629366546247,5.76649662874494,6.76649662874494,1,2,3,4,5,6,7,8,9,10
23.1155778894472,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.730963624665212,1.73096362466521,5.07614189392713,5.0812177796948,5.08629366546247,5.73096362466521,6.73096362466521,1,2,3,4,5,6,7,8,9,10
23.3668341708543,0.111674898006848,0.116750783774522,0.0862936654624705,0.695430620585486,1.69543062058549,5.11167489800685,5.11675078377453,5.08629366546247,5.69543062058549,6.69543062058549,1,2,3,4,5,6,7,8,9,10
23.6180904522613,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.65989761650576,1.65989761650576,5.07614189392713,5.0812177796948,5.08629366546247,5.65989761650576,6.65989761650576,1,2,3,4,5,6,7,8,9,10
23.8693467336683,0.111674898006848,0.116750783774522,0.0862936654624705,0.624364612426034,1.62436461242604,5.11167489800685,5.11675078377453,5.08629366546247,5.62436461242604,6.62436461242604,1,2,3,4,5,6,7,8,9,10
24.1206030150754,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.588831608346308,1.58883160834631,5.07614189392713,5.0812177796948,5.08629366546247,5.58883160834631,6.58883160834631,1,2,3,4,5,6,7,8,9,10
24.3718592964824,0.111674898006848,0.116750783774522,0.0862936654624705,0.553298604266582,1.55329860426658,5.11167489800685,5.11675078377453,5.08629366546247,5.55329860426659,6.55329860426659,1,2,3,4,5,6,7,8,9,10
24.6231155778894,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.517765600186856,1.51776560018686,5.07614189392713,5.0812177796948,5.08629366546247,5.51776560018686,6.51776560018686,1,2,3,4,5,6,7,8,9,10
24.8743718592965,0.111674898006848,0.116750783774522,0.0862936654624705,0.48223259610713,1.48223259610713,5.11167489800685,5.11675078377453,5.08629366546247,5.48223259610713,6.48223259610713,1,2,3,4,5,6,7,8,9,10
25.1256281407035,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.446699592027404,1.44669959202741,5.07614189392713,5.0812177796948,5.08629366546247,5.44669959202741,6.44669959202741,1,2,3,4,5,6,7,8,9,10
25.3768844221106,0.111674898006848,0.116750783774522,0.0862936654624705,0.411166587947678,1.41116658794768,5.11167489800685,5.11675078377453,5.08629366546247,5.41116658794768,6.41116658794768,1,2,3,4,5,6,7,8,9,10
25.6281407035176,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.375633583867952,1.37563358386795,5.07614189392713,5.0812177796948,5.08629366546247,5.37563358386796,6.37563358386796,1,2,3,4,5,6,7,8,9,10
25.8793969849246,0.111674898006848,0.116750783774522,0.0862936654624705,0.340100579788226,1.34010057978823,5.11167489800685,5.11675078377453,5.08629366546247,5.34010057978823,6.34010057978823,1,2,3,4,5,6,7,8,9,10
26.1306532663317,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.3045675757085,1.3045675757085,5.07614189392713,5.0812177796948,5.08629366546247,5.3045675757085,6.3045675757085,1,2,3,4,5,6,7,8,9,10
26.3819095477387,0.111674898006848,0.116750783774522,0.0862936654624705,0.269034571628774,1.26903457162878,5.11167489800685,5.11675078377453,5.08629366546247,5.26903457162878,6.26903457162878,1,2,3,4,5,6,7,8,9,10
26.6331658291457,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.233501567549048,1.23350156754905,5.07614189392713,5.0812177796948,5.08629366546247,5.23350156754905,6.23350156754905,1,2,3,4,5,6,7,8,9,10
26.8844221105528,0.111674898006848,0.116750783774522,0.0862936654624705,0.197968563469322,1.19796856346932,5.11167489800685,5.11675078377453,5.08629366546247,5.19796856346933,6.19796856346933,1,2,3,4,5,6,7,8,9,10
27.1356783919598,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.162435559389596,1.1624355593896,5.07614189392713,5.0812177796948,5.08629366546247,5.1624355593896,6.1624355593896,1,2,3,4,5,6,7,8,9,10
27.3869346733668,0.111674898006848,0.116750783774522,0.0862936654624705,0.12690255530987,1.12690255530987,5.11167489800685,5.11675078377453,5.08629366546247,5.12690255530987,6.12690255530987,1,2,3,4,5,6,7,8,9,10
27.6381909547739,0.0761418939271224,0.0812177796947964,0.0862936654624705,0.0913695512301442,1.09136955123015,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,6.09136955123015,1,2,3,4,5,6,7,8,9,10
27.8894472361809,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,1.05583654715042,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,6.05583654715042,1,2,3,4,5,6,7,8,9,10
28.1407035175879,0.076141893927122,0.0812177796947967,0.0862936654624704,0.0913695512301442,1.02030354307069,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,6.0203035430707,1,2,3,4,5,6,7,8,9,10
28.391959798995,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.984770538990968,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.98477053899097,1,2,3,4,5,6,7,8,9,10
28.643216080402,0.076141893927122,0.0812177796947966,0.0862936654624705,0.0913695512301442,0.949237534911242,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.94923753491124,1,2,3,4,5,6,7,8,9,10
28.894472361809,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.913704530831516,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.91370453083152,1,2,3,4,5,6,7,8,9,10
29.1457286432161,0.076141893927122,0.0812177796947966,0.0862936654624704,0.0913695512301442,0.87817152675179,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.87817152675179,1,2,3,4,5,6,7,8,9,10
29.3969849246231,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.842638522672064,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.84263852267207,1,2,3,4,5,6,7,8,9,10
29.6482412060301,0.076141893927122,0.0812177796947966,0.0862936654624705,0.0913695512301442,0.807105518592338,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.80710551859234,1,2,3,4,5,6,7,8,9,10
29.8994974874372,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.771572514512612,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.77157251451261,1,2,3,4,5,6,7,8,9,10
30.1507537688442,0.076141893927122,0.0812177796947966,0.0862936654624704,0.0913695512301442,0.736039510432886,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.73603951043289,1,2,3,4,5,6,7,8,9,10
30.4020100502513,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.70050650635316,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.70050650635316,1,2,3,4,5,6,7,8,9,10
30.6532663316583,0.076141893927122,0.0812177796947966,0.0862936654624705,0.0913695512301442,0.664973502273434,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.66497350227344,1,2,3,4,5,6,7,8,9,10
30.9045226130653,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.629440498193708,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.62944049819371,1,2,3,4,5,6,7,8,9,10
31.1557788944724,0.076141893927122,0.0812177796947966,0.0862936654624704,0.0913695512301442,0.593907494113982,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.59390749411399,1,2,3,4,5,6,7,8,9,10
31.4070351758794,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.558374490034256,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.55837449003426,1,2,3,4,5,6,7,8,9,10
31.6582914572864,0.076141893927122,0.0812177796947966,0.0862936654624705,0.0913695512301442,0.52284148595453,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.52284148595453,1,2,3,4,5,6,7,8,9,10
31.9095477386935,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.487308481874804,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.48730848187481,1,2,3,4,5,6,7,8,9,10
32.1608040201005,0.076141893927122,0.0812177796947966,0.0862936654624704,0.0913695512301442,0.451775477795078,5.07614189392713,5.0812177796948,5.08629366546247,5.09136955123015,5.45177547779508,1,2,3,4,5,6,7,8,9,10
32.4120603015075,0.111674898006848,0.116750783774522,0.121826669542196,0.0913695512301442,0.416242473715352,5.11167489800685,5.11675078377453,5.1218266695422,5.09136955123015,5.41624247371536,1,2,3,4,5,6,7,8,9,10
